"";"NU_IDENTIFICADOR";"notaEF";"notaRH";"notaServ";"IDCREAS";"Ano";"IBGE";"IBGE7";"UF";"Municipio";"Porte_pop2010"
"1406";14115800735;5;5;4;4,67;2019;411580;4115804;"Paraná";"MEDIANEIRA";"Pequeno II"
"1407";14116201834;1;1;4;2;2019;411620;4116208;"Paraná";"MORRETES";"Pequeno I"
"1408";14117200200;2;2;5;3;2019;411720;4117206;"Paraná";"NOVA OLIMPIA";"Pequeno I"
"1409";14117270666;3;2;3;2,67;2019;411727;4117271;"Paraná";"NOVA TEBAS";"Pequeno I"
"1410";14117703273;4;3;3;3,33;2019;411770;4117701;"Paraná";"PALMEIRA";"Pequeno II"
"1411";14117903334;4;5;2;3,67;2019;411790;4117909;"Paraná";"PALOTINA";"Pequeno II"
"1412";14118401157;4;3;5;4;2019;411840;4118402;"Paraná";"PARANAVAI";"Médio"
"1413";14118503013;4;5;3;4;2019;411850;4118501;"Paraná";"PATO BRANCO";"Médio"
"1414";14119500401;2;3;3;2,67;2019;411950;4119509;"Paraná";"PIRAQUARA";"Médio"
"1415";14119603230;3;2;1;2;2019;411960;4119608;"Paraná";"PITANGA";"Pequeno II"
"1416";14120601492;4;3;3;3,33;2019;412060;4120606;"Paraná";"PRUDENTOPOLIS";"Pequeno II"
"1417";14120803221;4;3;3;3,33;2019;412080;4120804;"Paraná";"QUATRO BARRAS";"Pequeno I"
"1418";14121003262;3;2;3;2,67;2019;412100;4121000;"Paraná";"QUERENCIA DO NORTE";"Pequeno I"
"1419";14121751217;4;2;3;3;2019;412175;4121752;"Paraná";"RESERVA DO IGUACU";"Pequeno I"
"1420";14122300791;4;2;4;3,33;2019;412230;4122305;"Paraná";"RIO NEGRO";"Pequeno II"
"1421";14122401128;2;3;2;2,33;2019;412240;4122404;"Paraná";"ROLANDIA";"Médio"
"1422";14124021077;3;2;1;2;2019;412402;4124020;"Paraná";"SANTA TEREZA DO OESTE";"Pequeno I"
"1423";14124402736;5;2;3;3,33;2019;412440;4124400;"Paraná";"SANTO ANTONIO DO SUDOESTE";"Pequeno I"
"1424";14125603141;2;3;2;2,33;2019;412560;4125605;"Paraná";"SAO MATEUS DO SUL";"Pequeno II"
"1425";14125700443;2;3;2;2,33;2019;412570;4125704;"Paraná";"SAO MIGUEL DO IGUACU";"Pequeno II"
"1426";14126253019;2;5;5;4;2019;412625;4126256;"Paraná";"SARANDI";"Médio"
"1427";14126402862;3;5;3;3,67;2019;412640;4126405;"Paraná";"SERTANEJA";"Pequeno I"
"1428";14127803153;3;1;1;1,67;2019;412780;4127809;"Paraná";"TOMAZINA";"Pequeno I"
"1429";14128401189;2;3;5;3,33;2019;412840;4128401;"Paraná";"URAI";"Pequeno I"
"1430";14201403036;5;3;4;4;2019;420140;4201406;"Santa Catarina";"ARARANGUA";"Médio"
"1431";14202303160;3;5;3;3,67;2019;420230;4202305;"Santa Catarina";"BIGUACU";"Médio"
"1432";14202802891;2;3;3;2,67;2019;420280;4202800;"Santa Catarina";"BRACO DO NORTE";"Pequeno II"
"1433";14203002381;5;3;1;3;2019;420300;4203006;"Santa Catarina";"CACADOR";"Médio"
"1434";14203153196;4;2;1;2,33;2019;420315;4203154;"Santa Catarina";"CALMON";"Pequeno I"
"1435";14203203023;5;3;4;4;2019;420320;4203204;"Santa Catarina";"CAMBORIU";"Médio"
"1436";14203503542;1;2;3;2;2019;420350;4203501;"Santa Catarina";"CAMPO ERE";"Pequeno I"
"1437";14203603024;5;2;2;3;2019;420360;4203600;"Santa Catarina";"CAMPOS NOVOS";"Pequeno II"
"1438";14203802836;4;5;3;4;2019;420380;4203808;"Santa Catarina";"CANOINHAS";"Médio"
"1439";14203903218;3;2;2;2,33;2019;420390;4203907;"Santa Catarina";"CAPINZAL";"Pequeno II"
"1440";14203951085;5;4;2;3,67;2019;420395;4203956;"Santa Catarina";"CAPIVARI DE BAIXO";"Pequeno II"
"1441";14204300519;4;5;4;4,33;2019;420430;4204301;"Santa Catarina";"CONCORDIA";"Médio"
"1442";14204552417;1;3;3;2,33;2019;420455;4204558;"Santa Catarina";"CORREIA PINTO";"Pequeno I"
"1443";14204803220;4;2;2;2,67;2019;420480;4204806;"Santa Catarina";"CURITIBANOS";"Pequeno II"
"1444";14205002799;3;5;2;3,33;2019;420500;4205001;"Santa Catarina";"DIONISIO CERQUEIRA";"Pequeno I"
"1445";14205202952;4;1;3;2,67;2019;420520;4205209;"Santa Catarina";"ERVAL VELHO";"Pequeno I"
"1446";14205503136;5;4;3;4;2019;420550;4205506;"Santa Catarina";"FRAIBURGO";"Pequeno II"
"1447";14205802825;2;2;3;2,33;2019;420580;4205803;"Santa Catarina";"GARUVA";"Pequeno I"
"1448";14205900740;2;3;2;2,33;2019;420590;4205902;"Santa Catarina";"GASPAR";"Médio"
"1449";14206503009;3;3;5;3,67;2019;420650;4206504;"Santa Catarina";"GUARAMIRIM";"Pequeno II"
"1450";14206703108;5;3;3;3,67;2019;420670;4206702;"Santa Catarina";"HERVAL DOESTE";"Pequeno II"
"1451";14207003117;4;5;4;4,33;2019;420700;4207007;"Santa Catarina";"ICARA";"Médio"
"1452";14207301777;2;3;2;2,33;2019;420730;4207304;"Santa Catarina";"IMBITUBA";"Pequeno II"
"1453";14207500888;4;3;4;3,67;2019;420750;4207502;"Santa Catarina";"INDAIAL";"Médio"
"1454";14207802873;1;1;3;1,67;2019;420780;4207809;"Santa Catarina";"IRANI";"Pequeno I"
"1455";14208300632;2;3;3;2,67;2019;420830;4208302;"Santa Catarina";"ITAPEMA";"Pequeno II"
"1456";14209002828;4;3;5;4;2019;420900;4209003;"Santa Catarina";"JOACABA";"Pequeno II"
"1457";14209403067;2;3;1;2;2019;420940;4209409;"Santa Catarina";"LAGUNA";"Médio"
"1458";14209903278;1;1;3;1,67;2019;420990;4209904;"Santa Catarina";"LONTRAS";"Pequeno I"
"1459";14210101201;5;3;3;3,67;2019;421010;4210100;"Santa Catarina";"MAFRA";"Médio"
"1460";14210500320;2;5;2;3;2019;421050;4210506;"Santa Catarina";"MARAVILHA";"Pequeno II"
"1461";14211102119;5;2;5;4;2019;421110;4211108;"Santa Catarina";"MONTE CASTELO";"Pequeno I"
"1462";14211203075;1;3;3;2,33;2019;421120;4211207;"Santa Catarina";"MORRO DA FUMACA";"Pequeno I"
"1463";14212900734;2;4;2;2,67;2019;421290;4212908;"Santa Catarina";"PINHALZINHO";"Pequeno I"
"1464";14213502818;3;4;3;3,33;2019;421350;4213500;"Santa Catarina";"PORTO BELO";"Pequeno I"
"1465";14213603109;4;2;5;3,67;2019;421360;4213609;"Santa Catarina";"PORTO UNIAO";"Pequeno II"
"1466";14214800059;5;5;4;4,67;2019;421480;4214805;"Santa Catarina";"RIO DO SUL";"Médio"
"1467";14215002942;2;1;2;1,67;2019;421500;4215000;"Santa Catarina";"RIO NEGRINHO";"Pequeno II"
"1468";14215801957;5;5;1;3,67;2019;421580;4215802;"Santa Catarina";"SAO BENTO DO SUL";"Médio"
"1469";14216201234;2;3;1;2;2019;421620;4216206;"Santa Catarina";"SAO FRANCISCO DO SUL";"Pequeno II"
"1470";14216303255;5;5;3;4,33;2019;421630;4216305;"Santa Catarina";"SAO JOAO BATISTA";"Pequeno II"
"1471";14216500794;5;2;3;3,33;2019;421650;4216503;"Santa Catarina";"SAO JOAQUIM";"Pequeno II"
"1472";14216903373;4;4;2;3,33;2019;421690;4216909;"Santa Catarina";"SAO LOURENCO DO OESTE";"Pequeno II"
"1473";14217202857;5;3;5;4,33;2019;421720;4217204;"Santa Catarina";"SAO MIGUEL DO OESTE";"Pequeno II"
"1474";14217403171;4;4;3;3,67;2019;421740;4217402;"Santa Catarina";"SCHROEDER";"Pequeno I"
"1475";14217702766;2;2;1;1,67;2019;421770;4217709;"Santa Catarina";"SOMBRIO";"Pequeno II"
"1476";14218002894;2;3;3;2,67;2019;421800;4218004;"Santa Catarina";"TIJUCAS";"Pequeno II"
"1477";14218702088;5;5;5;5;2019;421870;4218707;"Santa Catarina";"TUBARAO";"Médio"
"1478";14219300004;4;5;2;3,67;2019;421930;4219309;"Santa Catarina";"VIDEIRA";"Pequeno II"
"1479";14219502858;5;5;5;5;2019;421950;4219507;"Santa Catarina";"XANXERE";"Pequeno II"
"1480";14219702442;4;5;2;3,67;2019;421970;4219705;"Santa Catarina";"XAXIM";"Pequeno II"
"1481";14300103416;3;4;3;3,33;2019;430010;4300109;"Rio Grande do Sul";"AGUDO";"Pequeno I"
"1482";14300401433;2;5;2;3;2019;430040;4300406;"Rio Grande do Sul";"ALEGRETE";"Médio"
"1483";14301633103;5;2;5;4;2019;430163;4301636;"Rio Grande do Sul";"BALNEARIO PINHAL";"Pequeno I"
"1484";14301872707;3;1;3;2,33;2019;430187;4301875;"Rio Grande do Sul";"BARRA DO QUARAI";"Pequeno I"
"1485";14302803155;2;2;3;2,33;2019;430280;4302808;"Rio Grande do Sul";"CACAPAVA DO SUL";"Pequeno II"
"1486";14303003032;2;3;2;2,33;2019;430300;4303004;"Rio Grande do Sul";"CACHOEIRA DO SUL";"Médio"
"1487";14303501230;2;5;4;3,67;2019;430350;4303509;"Rio Grande do Sul";"CAMAQUA";"Médio"
"1488";14303900934;4;5;3;4;2019;430390;4303905;"Rio Grande do Sul";"CAMPO BOM";"Médio"
"1489";14304203045;4;2;3;3;2019;430420;4304200;"Rio Grande do Sul";"CANDELARIA";"Pequeno II"
"1490";14304502940;3;2;3;2,67;2019;430450;4304507;"Rio Grande do Sul";"CANGUCU";"Médio"
"1491";14304701525;5;3;3;3,67;2019;430470;4304705;"Rio Grande do Sul";"CARAZINHO";"Médio"
"1492";14304803127;4;4;3;3,67;2019;430480;4304804;"Rio Grande do Sul";"CARLOS BARBOSA";"Pequeno II"
"1493";14305432937;3;1;4;2,67;2019;430543;4305439;"Rio Grande do Sul";"CHUI";"Pequeno I"
"1494";14306101209;3;5;5;4,33;2019;430610;4306106;"Rio Grande do Sul";"CRUZ ALTA";"Médio"
"1495";14306602985;3;4;3;3,33;2019;430660;4306601;"Rio Grande do Sul";"DOM PEDRITO";"Pequeno II"
"1496";14307002893;4;3;2;3;2019;430700;4307005;"Rio Grande do Sul";"ERECHIM";"Médio"
"1497";14307703063;3;5;3;3,67;2019;430770;4307708;"Rio Grande do Sul";"ESTEIO";"Médio"
"1498";14307901344;5;5;4;4,67;2019;430790;4307906;"Rio Grande do Sul";"FARROUPILHA";"Médio"
"1499";14309401462;1;1;2;1,33;2019;430940;4309407;"Rio Grande do Sul";"GUAPORE";"Pequeno II"
"1500";14309503031;5;2;2;3;2019;430950;4309506;"Rio Grande do Sul";"GUARANI DAS MISSOES";"Pequeno I"
"1501";14310201310;4;5;2;3,67;2019;431020;4310207;"Rio Grande do Sul";"IJUI";"Médio"
"1502";14310501160;3;2;2;2,33;2019;431050;4310504;"Rio Grande do Sul";"IRAI";"Pequeno I"
"1503";14310600027;3;3;4;3,33;2019;431060;4310603;"Rio Grande do Sul";"ITAQUI";"Pequeno II"
"1504";14311003054;3;4;3;3,33;2019;431100;4311007;"Rio Grande do Sul";"JAGUARAO";"Pequeno II"
"1505";14311103081;5;2;3;3,33;2019;431110;4311106;"Rio Grande do Sul";"JAGUARI";"Pequeno I"
"1506";14311403409;2;3;4;3;2019;431140;4311403;"Rio Grande do Sul";"LAJEADO";"Médio"
"1507";14311700649;5;4;3;4;2019;431170;4311700;"Rio Grande do Sul";"MACHADINHO";"Pequeno I"
"1508";14312402916;2;2;3;2,33;2019;431240;4312401;"Rio Grande do Sul";"MONTENEGRO";"Médio"
"1509";14313901855;4;3;2;3;2019;431390;4313904;"Rio Grande do Sul";"PANAMBI";"Pequeno II"
"1510";14314051107;4;3;2;3;2019;431405;4314050;"Rio Grande do Sul";"PAROBE";"Médio"
"1511";14315100043;4;3;1;2,67;2019;431510;4315107;"Rio Grande do Sul";"PORTO XAVIER";"Pequeno I"
"1512";14315302821;2;2;4;2,67;2019;431530;4315305;"Rio Grande do Sul";"QUARAI";"Pequeno II"
"1513";14315701350;4;5;2;3,67;2019;431570;4315701;"Rio Grande do Sul";"RIO PARDO";"Pequeno II"
"1514";14317103048;2;3;4;3;2019;431710;4317103;"Rio Grande do Sul";"SANTANA DO LIVRAMENTO";"Médio"
"1515";14317202988;4;5;3;4;2019;431720;4317202;"Rio Grande do Sul";"SANTA ROSA";"Médio"
"1516";14317303335;4;3;1;2,67;2019;431730;4317301;"Rio Grande do Sul";"SANTA VITORIA DO PALMAR";"Pequeno II"
"1517";14317403406;5;5;4;4,67;2019;431740;4317400;"Rio Grande do Sul";"SANTIAGO";"Pequeno II"
"1518";14317501056;5;3;2;3,33;2019;431750;4317509;"Rio Grande do Sul";"SANTO ANGELO";"Médio"
"1519";14318003213;4;3;4;3,67;2019;431800;4318002;"Rio Grande do Sul";"SAO BORJA";"Médio"
"1520";14318203192;2;2;2;2;2019;431820;4318200;"Rio Grande do Sul";"SAO FRANCISCO DE PAULA";"Pequeno II"
"1521";14318300679;4;2;4;3,33;2019;431830;4318309;"Rio Grande do Sul";"SAO GABRIEL";"Médio"
"1522";14318403012;4;1;3;2,67;2019;431840;4318408;"Rio Grande do Sul";"SAO JERONIMO";"Pequeno II"
"1523";14318901854;4;2;2;2,67;2019;431890;4318903;"Rio Grande do Sul";"SAO LUIZ GONZAGA";"Pequeno II"
"1524";14319003267;1;3;3;2,33;2019;431900;4319000;"Rio Grande do Sul";"SAO MARCOS";"Pequeno II"
"1525";14320802882;4;4;5;4,33;2019;432080;4320800;"Rio Grande do Sul";"SOLEDADE";"Pequeno II"
"1526";14321203049;3;3;2;2,67;2019;432120;4321204;"Rio Grande do Sul";"TAQUARA";"Médio"
"1527";14321401304;3;2;3;2,67;2019;432140;4321402;"Rio Grande do Sul";"TENENTE PORTELA";"Pequeno I"
"1528";14321802983;2;4;2;2,67;2019;432180;4321808;"Rio Grande do Sul";"TRES DE MAIO";"Pequeno II"
"1529";14321900505;5;2;2;3;2019;432190;4321907;"Rio Grande do Sul";"TRES PASSOS";"Pequeno II"
"1530";14322201287;2;2;3;2,33;2019;432220;4322202;"Rio Grande do Sul";"TUPANCIRETA";"Pequeno II"
"1531";14322501338;2;2;2;2;2019;432250;4322509;"Rio Grande do Sul";"VACARIA";"Médio"
"1532";14322602802;4;3;1;2,67;2019;432260;4322608;"Rio Grande do Sul";"VENANCIO AIRES";"Médio"
"1533";14322703231;3;4;3;3,33;2019;432270;4322707;"Rio Grande do Sul";"VERA CRUZ";"Pequeno II"
"1534";14322801494;5;4;3;4;2019;432280;4322806;"Rio Grande do Sul";"VERANOPOLIS";"Pequeno II"
"1535";15000201427;4;3;5;4;2019;500020;5000203;"Mato Grosso do Sul";"AGUA CLARA";"Pequeno I"
"1536";15000253205;2;3;5;3,33;2019;500025;5000252;"Mato Grosso do Sul";"ALCINOPOLIS";"Pequeno I"
"1537";15000600383;4;3;2;3;2019;500060;5000609;"Mato Grosso do Sul";"AMAMBAI";"Pequeno II"
"1538";15000700540;2;3;2;2,33;2019;500070;5000708;"Mato Grosso do Sul";"ANASTACIO";"Pequeno II"
"1539";15000853403;1;5;2;2,67;2019;500085;5000856;"Mato Grosso do Sul";"ANGELICA";"Pequeno I"
"1540";15000902038;2;5;3;3,33;2019;500090;5000906;"Mato Grosso do Sul";"ANTONIO JOAO";"Pequeno I"
"1541";15001001389;2;3;3;2,67;2019;500100;5001003;"Mato Grosso do Sul";"APARECIDA DO TABOADO";"Pequeno II"
"1542";15001100234;4;3;2;3;2019;500110;5001102;"Mato Grosso do Sul";"AQUIDAUANA";"Pequeno II"
"1543";15001243058;3;5;3;3,67;2019;500124;5001243;"Mato Grosso do Sul";"ARAL MOREIRA";"Pequeno I"
"1544";15001500231;2;2;3;2,33;2019;500150;5001508;"Mato Grosso do Sul";"BANDEIRANTES";"Pequeno I"
"1545";15001902943;4;3;4;3,67;2019;500190;5001904;"Mato Grosso do Sul";"BATAGUASSU";"Pequeno I"
"1546";15002002902;2;5;4;3,67;2019;500200;5002001;"Mato Grosso do Sul";"BATAYPORA";"Pequeno I"
"1547";15002100638;2;1;3;2;2019;500210;5002100;"Mato Grosso do Sul";"BELA VISTA";"Pequeno II"
"1548";15002202301;4;3;4;3,67;2019;500220;5002209;"Mato Grosso do Sul";"BONITO";"Pequeno I"
"1549";15002303059;3;5;4;4;2019;500230;5002308;"Mato Grosso do Sul";"BRASILANDIA";"Pequeno I"
"1550";15002400356;4;3;3;3,33;2019;500240;5002407;"Mato Grosso do Sul";"CAARAPO";"Pequeno II"
"1551";15002600451;4;5;4;4,33;2019;500260;5002605;"Mato Grosso do Sul";"CAMAPUA";"Pequeno I"
"1552";15002803000;1;3;5;3;2019;500280;5002803;"Mato Grosso do Sul";"CARACOL";"Pequeno I"
"1553";15002951939;4;5;2;3,67;2019;500295;5002951;"Mato Grosso do Sul";"CHAPADAO DO SUL";"Pequeno I"
"1554";15003152278;5;2;2;3;2019;500315;5003157;"Mato Grosso do Sul";"CORONEL SAPUCAIA";"Pequeno I"
"1555";15003301442;4;3;5;4;2019;500330;5003306;"Mato Grosso do Sul";"COXIM";"Pequeno II"
"1556";15003452939;3;2;3;2,67;2019;500345;5003454;"Mato Grosso do Sul";"DEODAPOLIS";"Pequeno I"
"1557";15003498246;2;5;3;3,33;2019;150034;1500347;"Pará";"AGUA AZUL DO NORTE";"Pequeno II"
"1558";15003750528;3;3;3;3;2019;500375;5003751;"Mato Grosso do Sul";"ELDORADO";"Pequeno I"
"1559";15004002987;1;2;4;2,33;2019;500400;5004007;"Mato Grosso do Sul";"GLORIA DE DOURADOS";"Pequeno I"
"1560";15004093830;2;3;2;2,33;2019;150040;1500404;"Pará";"ALENQUER";"Médio"
"1561";15004103076;5;2;3;3,33;2019;500410;5004106;"Mato Grosso do Sul";"GUIA LOPES DA LAGUNA";"Pequeno I"
"1562";15004302796;4;2;3;3;2019;500430;5004304;"Mato Grosso do Sul";"IGUATEMI";"Pequeno I"
"1563";15004603037;5;1;3;3;2019;500460;5004601;"Mato Grosso do Sul";"ITAQUIRAI";"Pequeno I"
"1564";15004701686;2;5;2;3;2019;500470;5004700;"Mato Grosso do Sul";"IVINHEMA";"Pequeno II"
"1565";15004803426;3;3;5;3,67;2019;500480;5004809;"Mato Grosso do Sul";"JAPORA";"Pequeno I"
"1566";15005000413;5;3;3;3,67;2019;500500;5005004;"Mato Grosso do Sul";"JARDIM";"Pequeno II"
"1567";15005152876;4;3;3;3,33;2019;500515;5005152;"Mato Grosso do Sul";"JUTI";"Pequeno I"
"1568";15005201372;2;2;2;2;2019;500520;5005202;"Mato Grosso do Sul";"LADARIO";"Pequeno I"
"1569";15005402920;4;1;4;3;2019;500540;5005400;"Mato Grosso do Sul";"MARACAJU";"Pequeno II"
"1570";15005603033;2;3;1;2;2019;500560;5005608;"Mato Grosso do Sul";"MIRANDA";"Pequeno II"
"1571";15005681650;2;5;5;4;2019;500568;5005681;"Mato Grosso do Sul";"MUNDO NOVO";"Pequeno I"
"1572";15005700345;5;5;2;4;2019;500570;5005707;"Mato Grosso do Sul";"NAVIRAI";"Pequeno II"
"1573";15006001296;4;2;4;3,33;2019;500600;5006002;"Mato Grosso do Sul";"NOVA ALVORADA DO SUL";"Pequeno I"
"1574";15006203015;5;3;3;3,67;2019;500620;5006200;"Mato Grosso do Sul";"NOVA ANDRADINA";"Pequeno II"
"1575";15006300158;5;5;4;4,67;2019;500630;5006309;"Mato Grosso do Sul";"PARANAIBA";"Pequeno II"
"1576";15006351746;5;2;5;4;2019;500635;5006358;"Mato Grosso do Sul";"PARANHOS";"Pequeno I"
"1577";15006600411;5;3;4;4;2019;500660;5006606;"Mato Grosso do Sul";"PONTA PORA";"Médio"
"1578";15006900945;3;1;4;2,67;2019;500690;5006903;"Mato Grosso do Sul";"PORTO MURTINHO";"Pequeno I"
"1579";15007097832;3;3;2;2,67;2019;150070;1500701;"Pará";"ANAJAS";"Pequeno II"
"1580";15007102270;5;2;4;3,67;2019;500710;5007109;"Mato Grosso do Sul";"RIBAS DO RIO PARDO";"Pequeno II"
"1581";15007202794;3;4;3;3,33;2019;500720;5007208;"Mato Grosso do Sul";"RIO BRILHANTE";"Pequeno II"
"1582";15007303035;2;3;3;2,67;2019;500730;5007307;"Mato Grosso do Sul";"RIO NEGRO";"Pequeno I"
"1583";15007400005;4;3;4;3,67;2019;500740;5007406;"Mato Grosso do Sul";"RIO VERDE DE MATO GROSSO";"Pequeno I"
"1584";15007690048;5;5;4;4,67;2019;500769;5007695;"Mato Grosso do Sul";"SAO GABRIEL DO OESTE";"Pequeno II"
"1585";15007700240;4;2;3;3;2019;500770;5007703;"Mato Grosso do Sul";"SETE QUEDAS";"Pequeno I"
"1586";15007901824;5;5;4;4,67;2019;500790;5007901;"Mato Grosso do Sul";"SIDROLANDIA";"Pequeno II"
"1587";15007930175;2;3;2;2,33;2019;500793;5007935;"Mato Grosso do Sul";"SONORA";"Pequeno I"
"1588";15007951953;1;1;3;1,67;2019;500795;5007950;"Mato Grosso do Sul";"TACURU";"Pequeno I"
"1589";15007972841;2;3;3;2,67;2019;500797;5007976;"Mato Grosso do Sul";"TAQUARUSSU";"Pequeno I"
"1590";15008594224;2;2;1;1,67;2019;150085;1500859;"Pará";"ANAPU";"Pequeno II"
"1591";15009094050;4;3;4;3,67;2019;150090;1500909;"Pará";"AUGUSTO CORREA";"Pequeno II"
"1592";15010093824;2;1;3;2;2019;150100;1501006;"Pará";"AVEIRO";"Pequeno I"
"1593";15012094514;1;3;3;2,33;2019;150120;1501204;"Pará";"BAIAO";"Pequeno II"
"1594";15015094104;3;3;3;3;2019;150150;1501501;"Pará";"BENEVIDES";"Médio"
"1595";15015798954;2;2;3;2,33;2019;150157;1501576;"Pará";"BOM JESUS DO TOCANTINS";"Pequeno I"
"1596";15017296106;3;2;5;3,33;2019;150172;1501725;"Pará";"BRASIL NOVO";"Pequeno I"
"1597";15017599004;4;1;NA;NA;2019;150175;1501758;"Pará";"BREJO GRANDE DO ARAGUAIA";"Pequeno I"
"1598";15020099044;3;1;NA;NA;2019;150200;1502004;"Pará";"CACHOEIRA DO ARARI";"Pequeno II"
"1599";15025098010;2;1;1;1,33;2019;150250;1502509;"Pará";"CHAVES";"Pequeno II"
"1600";15027593910;4;4;4;4;2019;150275;1502756;"Pará";"CONCORDIA DO PARA";"Pequeno II"
"1601";15027698906;2;5;3;3,33;2019;150276;1502764;"Pará";"CUMARU DO NORTE";"Pequeno I"
"1602";15028097694;2;5;3;3,33;2019;150280;1502806;"Pará";"CURRALINHO";"Pequeno II"
"1603";15028598856;4;3;5;4;2019;150285;1502855;"Pará";"CURUA";"Pequeno I"
"1604";15029597890;3;2;3;2,67;2019;150295;1502954;"Pará";"ELDORADO DOS CARAJAS";"Pequeno II"
"1605";15030098868;3;1;4;2,67;2019;150300;1503002;"Pará";"FARO";"Pequeno I"
"1606";15030498886;2;4;5;3,67;2019;150304;1503044;"Pará";"FLORESTA DO ARAGUAIA";"Pequeno I"
"1607";15030797192;1;4;1;2;2019;150307;1503077;"Pará";"GARRAFAO DO NORTE";"Pequeno II"
"1608";15031098106;4;5;5;4,67;2019;150310;1503101;"Pará";"GURUPA";"Pequeno II"
"1609";15032094238;3;4;4;3,67;2019;150320;1503200;"Pará";"IGARAPE-ACU";"Pequeno II"
"1610";15037096062;3;3;2;2,67;2019;150370;1503705;"Pará";"ITUPIRANGA";"Médio"
"1611";15039098748;4;5;3;4;2019;150390;1503903;"Pará";"JURUTI";"Pequeno II"
"1612";15040094004;3;2;2;2,33;2019;150400;1504000;"Pará";"LIMOEIRO DO AJURU";"Pequeno II"
"1613";15041098950;2;1;2;1,67;2019;150410;1504109;"Pará";"MAGALHAES BARATA";"Pequeno I"
"1614";15043094670;2;4;3;3;2019;150430;1504307;"Pará";"MARACANA";"Pequeno II"
"1615";15044097790;5;4;3;4;2019;150440;1504406;"Pará";"MARAPANIM";"Pequeno II"
"1616";15044594176;3;2;1;2;2019;150445;1504455;"Pará";"MEDICILANDIA";"Pequeno II"
"1617";15045093718;4;3;2;3;2019;150450;1504505;"Pará";"MELGACO";"Pequeno II"
"1618";15046093954;2;4;5;3,67;2019;150460;1504604;"Pará";"MOCAJUBA";"Pequeno II"
"1619";15049594260;3;5;3;3,67;2019;150495;1504950;"Pará";"NOVA ESPERANCA DO PIRIA";"Pequeno II"
"1620";15050098876;4;4;2;3,33;2019;150500;1505007;"Pará";"NOVA TIMBOTEUA";"Pequeno I"
"1621";15050397589;2;2;3;2,33;2019;150503;1505031;"Pará";"NOVO PROGRESSO";"Pequeno II"
"1622";15052098116;2;4;3;3;2019;150520;1505205;"Pará";"OEIRAS DO PARA";"Pequeno II"
"1623";15054099012;4;4;NA;NA;2019;150540;1505403;"Pará";"OUREM";"Pequeno I"
"1624";15054397708;2;3;3;2,67;2019;150543;1505437;"Pará";"OURILANDIA DO NORTE";"Pequeno II"
"1625";15054896362;4;3;2;3;2019;150548;1505486;"Pará";"PACAJA";"Pequeno II"
"1626";15056597800;2;2;2;2;2019;150565;1505650;"Pará";"PLACAS";"Pequeno II"
"1627";15057094812;1;2;3;2;2019;150570;1505700;"Pará";"PONTA DE PEDRAS";"Pequeno II"
"1628";15059094108;4;2;2;2,67;2019;150590;1505908;"Pará";"PORTO DE MOZ";"Pequeno II"
"1629";15061198936;1;2;2;1,67;2019;150611;1506112;"Pará";"QUATIPURU";"Pequeno I"
"1630";15061698920;4;2;2;2,67;2019;150616;1506161;"Pará";"RIO MARIA";"Pequeno I"
"1631";15061898248;3;5;3;3,67;2019;150618;1506187;"Pará";"RONDON DO PARA";"Pequeno II"
"1632";15061999002;2;4;NA;NA;2019;150619;1506195;"Pará";"RUROPOLIS";"Pequeno II"
"1633";15062093670;2;2;2;2;2019;150620;1506203;"Pará";"SALINOPOLIS";"Pequeno II"
"1634";15063097232;1;2;4;2,33;2019;150630;1506302;"Pará";"SALVATERRA";"Pequeno II"
"1635";15065598970;3;2;2;2,33;2019;150655;1506559;"Pará";"SANTA LUZIA DO PARA";"Pequeno I"
"1636";15067093826;4;5;4;4,33;2019;150670;1506708;"Pará";"SANTANA DO ARAGUAIA";"Médio"
"1637";15070093664;2;2;2;2;2019;150700;1507003;"Pará";"SANTO ANTONIO DO TAUA";"Pequeno II"
"1638";15071098874;1;2;2;1,67;2019;150710;1507102;"Pará";"SAO CAETANO DE ODIVELAS";"Pequeno I"
"1639";15071594810;1;2;3;2;2019;150715;1507151;"Pará";"SAO DOMINGOS DO ARAGUAIA";"Pequeno II"
"1640";15074098946;3;2;3;2,67;2019;150740;1507409;"Pará";"SAO FRANCISCO DO PARA";"Pequeno I"
"1641";15074798138;2;3;3;2,67;2019;150747;1507474;"Pará";"SAO JOAO DE PIRABAS";"Pequeno II"
"1642";15075098880;1;3;3;2,33;2019;150750;1507508;"Pará";"SAO JOAO DO ARAGUAIA";"Pequeno I"
"1643";15077095858;2;3;1;2;2019;150770;1507706;"Pará";"SAO SEBASTIAO DA BOA VISTA";"Pequeno II"
"1644";15079096256;3;3;3;3;2019;150790;1507904;"Pará";"SOURE";"Pequeno II"
"1645";15080093956;4;3;2;3;2019;150800;1508001;"Pará";"TOME-ACU";"Médio"
"1646";15080893952;4;4;2;3,33;2019;150808;1508084;"Pará";"TUCUMA";"Pequeno II"
"1647";15081595972;4;4;5;4,33;2019;150815;1508159;"Pará";"URUARA";"Pequeno II"
"1648";15082094054;2;4;2;2,67;2019;150820;1508209;"Pará";"VIGIA";"Pequeno II"
"1649";15083094438;4;2;3;3;2019;150830;1508308;"Pará";"VISEU";"Médio"
"1650";15083598888;2;3;3;2,67;2019;150835;1508357;"Pará";"VITORIA DO XINGU";"Pequeno I"
